filename,loc_physical,loc,cc,fan_in,fan_out
test/test_rename_privateuse1_to_existing_device.py,59,41,2,7,2
test/test_openmp.py,72,46,9,5,5
test/test_overrides.py,1921,453,223,195,25
test/test_appending_byte_serializer.py,98,78,3,7,4
test/test_autoload.py,21,9,2,1,2
test/test_serialization.py,5021,3953,197,175,70
test/test_functional_optim.py,169,129,24,12,10
test/test_fake_tensor.py,2621,1214,148,198,45
test/test_jit_profiling.py,8,5,2,0,2
test/mkl_verbose.py,20,15,3,1,2
test/test_modules.py,1013,757,238,42,13
test/test_transformers.py,4646,1610,531,164,29
test/test_cpp_extensions_jit.py,1308,566,115,46,20
test/test_model_exports_to_core_aten.py,44,33,6,2,8
test/test_type_hints.py,149,83,27,3,15
test/test_spectral_ops.py,1655,136,153,69,18
test/test_functional_autograd_benchmark.py,83,55,11,3,4
test/test_mkldnn_fusion.py,405,351,40,28,8
test/test_nestedtensor.py,8972,3024,856,359,37
test/test_throughput_benchmark.py,132,97,10,10,6
test/test_opaque_obj.py,88,64,5,10,3
test/load_torchscript_model.py,13,9,2,0,2
test/test_tensorexpr_pybind.py,464,229,16,35,6
test/test_fx.py,5005,696,305,564,62
test/test_numpy_interop.py,668,520,79,27,8
test/test_testing.py,2534,448,244,216,50
test/inductor/test_multi_kernel.py,365,231,36,31,16
test/inductor/opinfo_harness.py,26,23,5,0,3
test/inductor/test_minifier_utils.py,95,52,6,8,4
test/inductor/test_graph_transform_observer.py,75,30,14,2,13
test/inductor/test_cpu_cpp_wrapper.py,413,376,48,2,17
test/inductor/test_mps_basic.py,275,205,9,44,10
test/inductor/test_fused_attention.py,1268,864,42,74,13
test/inductor/indirect_assert_helper.py,82,57,10,9,3
test/inductor/test_minifier.py,320,143,18,32,11
test/inductor/test_flex_attention.py,6848,4631,308,401,40
test/inductor/test_autoheuristic.py,173,124,18,18,12
test/inductor/test_flex_decoding.py,2098,156,93,144,22
test/inductor/test_remote_cache.py,76,55,3,10,4
test/inductor/test_compiled_autograd.py,5426,2545,283,457,63
test/inductor/test_mkldnn_pattern_matcher.py,4778,2779,440,345,18
test/inductor/test_utils.py,207,175,10,7,8
test/inductor/test_auto_functionalize.py,1790,645,104,142,14
test/inductor/s429861_repro.py,3872,3841,1,1,1
test/inductor/test_torchinductor_strided_blocks.py,1422,822,116,65,23
test/inductor/test_benchmarking.py,109,93,9,8,7
test/inductor/test_triton_kernels.py,4581,965,211,282,58
test/inductor/test_split_cat_fx_passes.py,1568,1390,63,112,7
test/inductor/test_distributed_patterns.py,508,395,11,47,9
test/inductor/test_fuzzer.py,228,178,20,29,12
test/inductor/test_dependencies.py,168,142,5,11,10
test/inductor/test_debug_trace.py,285,144,16,12,18
test/inductor/test_device_assert.py,144,113,11,19,8
test/inductor/test_max_autotune.py,3385,2000,164,218,51
test/inductor/test_metrics.py,118,49,7,9,7
test/inductor/test_custom_post_grad_passes.py,315,237,25,36,15
test/inductor/test_cutlass_evt.py,569,233,20,25,29
test/inductor/test_halide.py,293,195,19,10,22
test/inductor/test_perf.py,1301,936,33,199,18
test/inductor/test_gpu_cpp_wrapper.py,332,277,32,7,19
test/inductor/test_provenance_tracing.py,782,448,43,34,22
test/inductor/test_scatter_optimization.py,209,137,16,19,11
test/inductor/test_block_analysis.py,137,115,6,5,8
test/inductor/test_cooperative_reductions.py,385,323,52,23,16
test/inductor/test_loop_ordering.py,1168,741,77,92,39
test/inductor/test_aot_inductor_utils.py,315,263,28,13,21
test/inductor/test_external_callables.py,94,71,6,10,5
test/inductor/test_binary_folding.py,364,304,34,13,16
test/inductor/test_static_cuda_launcher.py,517,256,17,40,16
test/inductor/test_best_config.py,96,71,12,4,12
test/inductor/test_cpu_repro.py,5541,2707,276,495,36
test/inductor/test_template_heuristics_registry.py,171,49,20,7,3
test/inductor/test_fx_fusion.py,158,122,13,20,5
test/inductor/test_triton_extension_backend.py,121,90,14,3,24
test/inductor/test_compiled_optimizers.py,1002,766,104,41,36
test/inductor/test_pad_mm.py,654,544,23,54,11
test/inductor/test_analysis.py,643,108,43,21,14
test/inductor/__init__.py,0,0,1,0,0
test/inductor/test_fp8.py,930,780,63,38,14
test/inductor/test_ck_backend.py,456,347,17,19,13
test/inductor/test_inplace_padding.py,264,162,16,19,17
test/inductor/test_smoke.py,70,51,8,8,8
test/inductor/test_extension_backend.py,183,143,15,6,20
test/inductor/test_aot_inductor.py,7405,2449,332,649,73
test/inductor/test_async_compile.py,151,88,5,7,11
test/inductor/test_torchinductor_dynamic_shapes.py,1201,941,40,137,26
test/inductor/test_custom_lowering.py,245,190,13,23,11
test/inductor/test_subgraph_choice.py,176,126,7,13,13
test/inductor/test_segmented_tree.py,254,167,26,17,3
test/inductor/test_compile.py,189,118,13,16,14
test/inductor/test_indexing.py,455,311,34,20,16
test/inductor/test_b2b_gemm.py,339,160,26,31,8
test/inductor/test_unbacked_symints.py,616,491,45,54,14
test/inductor/test_alignment.py,248,175,18,29,10
test/inductor/test_online_softmax.py,314,197,41,26,11
test/inductor/test_inductor_utils.py,35,24,3,3,6
test/inductor/test_combo_kernels.py,581,476,9,48,12
test/inductor/test_custom_partitioner_fn.py,72,39,11,5,8
